id_delito,tipo_muerte,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,area_hecho,lugar,tipo_lugar
125,ASESINATO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,MAR,PÚBLICO
126,HOMICIDIO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,MECÁNICAS,PRIVADO
127,HOMICIDIO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,NIGHT CLUBS,PRIVADO
128,ASESINATO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,OTROS LOCALES COMERCIALES,PRIVADO
129,ASESINATO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,RÍO,PÚBLICO
130,ASESINATO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,TERRENO BALDÍO,PÚBLICO
131,ASESINATO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,TRANSPORTE PÚBLICO,PÚBLICO
132,ASESINATO,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,A DETERMINARSE,URBANO,VÍA PÚBLICA,PÚBLICO
133,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,BARES,PRIVADO
134,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,BAZAR,PRIVADO
135,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,BODEGAS,PRIVADO
136,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO DE CARROS,HERIDA POR ARMA DE FUEGO,RURAL,BOSQUE Y RESERVAS ECOLÓGICAS,PÚBLICO
137,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,CAJEROS,PÚBLICO
138,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,CANCHAS DE USO MÚLTIPLE,PÚBLICO
139,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,CASA/VILLA,PRIVADO
140,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,CEMENTERIOS,PRIVADO
141,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,CENTROS COMERCIALES,PRIVADO
142,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,COVACHA/CHOZA,PRIVADO
143,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,CUARTOS EN CASA DE INQUILINATO,PRIVADO
144,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,DISCOTECAS,PRIVADO
145,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,ESTADIOS,PRIVADO
146,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,FARMACIAS,PRIVADO
147,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,FERIA DE VEHICULOS,PÚBLICO
148,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,FERRETERÍAS,PRIVADO
149,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,FINCA,PRIVADO
150,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,GASOLINERAS,PRIVADO
151,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,HACIENDAS,PRIVADO
152,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,HOSPITALES,PRIVADO
153,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,HOSTALES,PRIVADO
154,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,HOTELES,PRIVADO
155,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,IGLESIAS,PRIVADO
156,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,INTERIOR DE TAXI,PRIVADO
157,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,INTERIOR DE VEHÍCULO PARTICULAR,PRIVADO
158,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,LABORATORIO CLÍNICO,PRIVADO
159,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,LAGUNA - LAGO,PÚBLICO
160,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,LICORERÍAS,PRIVADO
161,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,LOCAL DE EVENTOS,PRIVADO
162,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,LOCALES DE NECESIDADES BÁSICAS,PRIVADO
163,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,MAR,PÚBLICO
164,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,MECÁNICAS,PRIVADO
165,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,MERCADOS,PÚBLICO
166,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,RURAL,MOTELES,PRIVADO
167,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,NIGHT CLUBS,PRIVADO
168,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,OTROS CENTROS DE DIVERSIÓN,PRIVADO
169,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,OTROS LOCALES COMERCIALES,PRIVADO
170,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,PAPELERÍA,PRIVADO
171,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,RURAL,PARADA DE BUSES,PÚBLICO
172,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,PARQUEADEROS,PÚBLICO
173,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,PARQUES Y PLAZAS,PÚBLICO
174,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,PATIOS DE COMIDAS,PRIVADO
175,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,PLAYA,PÚBLICO
176,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,PUERTOS,PÚBLICO
177,HOMICIDIO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,QUEBRADAS,PÚBLICO
178,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,RESTAURANTE,PRIVADO
179,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,RÍO,PÚBLICO
180,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,SALA DE BELLEZA,PRIVADO
181,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,URBANO,SERVICIOS PÚBLICOS,PRIVADO
182,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,TERMINALES TERRESTRES,PÚBLICO
183,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,TERRENO BALDÍO,PÚBLICO
184,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A UNIDADES ECONÓMICAS,HERIDA POR ARMA DE FUEGO,URBANO,"TIENDAS, MICROMERCADO, ABARROTES",PRIVADO
185,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,TRANSPORTE PRIVADO,PRIVADO
186,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,TRANSPORTE PÚBLICO,PÚBLICO
187,HOMICIDIO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,UNIVERSIDADES,PRIVADO
188,ASESINATO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,VULCANIZADORAS,PRIVADO
189,HOMICIDIO,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,VÍA PÚBLICA,PÚBLICO
190,SICARIATO,ARMA DE FUEGO,PISTOLA,TERRORISMO,TERRORISMO,HERIDA POR ARMA DE FUEGO,URBANO,VÍA PÚBLICA,PÚBLICO
191,HOMICIDIO,ARMA DE FUEGO,PISTOLA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,URBANO,CASA/VILLA,PRIVADO
192,ASESINATO,ARMA DE FUEGO,PISTOLA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,URBANO,FINCA,PRIVADO
193,ASESINATO,ARMA DE FUEGO,PISTOLA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,URBANO,RÍO,PÚBLICO
194,ASESINATO,ARMA DE FUEGO,PISTOLA,VIOLENCIA COMUNITARIA,EMOCIONAL,HERIDA POR ARMA DE FUEGO,URBANO,VÍA PÚBLICA,PÚBLICO
195,ASESINATO,ARMA DE FUEGO,PISTOLA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA DE FUEGO,URBANO,VÍA PÚBLICA,PÚBLICO
196,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,CASA/VILLA,PRIVADO
197,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,RURAL,COVACHA/CHOZA,PRIVADO
198,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,FERRETERÍAS,PRIVADO
199,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,RURAL,FINCA,PRIVADO
200,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,MECÁNICAS,PRIVADO
201,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,NIGHT CLUBS,PRIVADO
202,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,OTROS CENTROS DE DIVERSIÓN,PRIVADO
203,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,OTROS LOCALES COMERCIALES,PRIVADO
204,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,PARQUES Y PLAZAS,PÚBLICO
205,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,PLAYA,PÚBLICO
206,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,RÍO,PÚBLICO
207,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,TERRENO BALDÍO,PÚBLICO
208,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,URBANO,"TIENDAS, MICROMERCADO, ABARROTES",PRIVADO
209,ASESINATO,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,URBANO,VÍA PÚBLICA,PÚBLICO
210,ASESINATO,ARMA DE FUEGO,REVOLVER,VIOLENCIA COMUNITARIA,LITIGIO DE TIERRAS,HERIDA POR ARMA DE FUEGO,RURAL,CASA/VILLA,PRIVADO
211,ASESINATO,ARMA DE FUEGO,REVOLVER,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,URBANO,PARQUES Y PLAZAS,PÚBLICO
212,HOMICIDIO,ARMA DE FUEGO,REVOLVER,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,URBANO,VÍA PÚBLICA,PÚBLICO
213,FEMICIDIO,ARMA DE FUEGO,REVOLVER,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA DE FUEGO,RURAL,CASA/VILLA,PRIVADO
214,ASESINATO,CONSTRICTORA,CABLE,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),ESTRANGULACION,RURAL,CASA/VILLA,PRIVADO
215,HOMICIDIO,CONSTRICTORA,CABLE,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
216,ASESINATO,CONSTRICTORA,CABLE,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,RURAL,FINCA,PRIVADO
217,ASESINATO,CONSTRICTORA,CABLE,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,URBANO,VÍA PÚBLICA,PÚBLICO
218,ASESINATO,CONSTRICTORA,CADENA,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,URBANO,VÍA PÚBLICA,PÚBLICO
219,HOMICIDIO,CONSTRICTORA,CORREA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,URBANO,QUEBRADAS,PÚBLICO
220,ASESINATO,CONSTRICTORA,CUERDA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
221,ASESINATO,CONSTRICTORA,CUERDA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,RURAL,QUEBRADAS,PÚBLICO
222,ASESINATO,CONSTRICTORA,CUERDA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,URBANO,VÍA PÚBLICA,PÚBLICO
223,ASESINATO,CONSTRICTORA,PRENDA TEXTIL,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),AHORCADURA,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
224,ASESINATO,CONSTRICTORA,PRENDA TEXTIL,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,RURAL,VÍA PÚBLICA,PÚBLICO
225,ASESINATO,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
226,ASESINATO,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,RURAL,FINCA,PRIVADO
227,HOMICIDIO,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,ROBO A PERSONAS,ESTRANGULACION,URBANO,RÍO,PÚBLICO
228,ASESINATO,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,URBANO,TERRENO BALDÍO,PÚBLICO
229,ASESINATO,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,AMENAZA,AHORCADURA,RURAL,VÍA PÚBLICA,PÚBLICO
230,ASESINATO,CONSTRICTORA,SOGA,VIOLENCIA COMUNITARIA,RIÑAS,ESTRANGULACION,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
231,FEMICIDIO,OTROS,CINTA DE EMBALAJE,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,ESTRANGULACION,URBANO,CASA/VILLA,PRIVADO
232,ASESINATO,OTROS,FUNDA,DELINCUENCIA COMÚN,ROBO A DOMICILIOS,SOFOCACION,URBANO,CASA/VILLA,PRIVADO
233,ASESINATO,OTROS,FUNDA,DELINCUENCIA COMÚN,SECUESTRO EXPRESS,SOFOCACION,RURAL,TERRENO BALDÍO,PÚBLICO
234,ASESINATO,OTROS,HIDROCARBUROS,DELINCUENCIA COMÚN,AMENAZA,QUEMADURAS,RURAL,VÍA PÚBLICA,PÚBLICO
235,ASESINATO,OTROS,HIDROCARBUROS,VIOLENCIA COMUNITARIA,LINCHAMIENTO,QUEMADURAS,URBANO,VÍA PÚBLICA,PÚBLICO
236,FEMICIDIO,OTROS,HIDROCARBUROS,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,QUEMADURAS,URBANO,CASA/VILLA,PRIVADO
237,FEMICIDIO,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,QUEMADURAS,URBANO,CASA/VILLA,PRIVADO
238,ASESINATO,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,ATRAGANTAMIENTO,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
239,HOMICIDIO,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,A DETERMINARSE,RURAL,HACIENDAS,PRIVADO
240,ASESINATO,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,RURAL,MAR,PÚBLICO
241,ASESINATO,OTROS,NINGUNA,DELINCUENCIA COMÚN,ROBO DE CARROS,HERIDAS CONTUSAS,RURAL,QUEBRADAS,PÚBLICO
242,ASESINATO,OTROS,NINGUNA,DELINCUENCIA COMÚN,VIOLACIÓN SEXUAL (DESCONOCIDO),ESTRANGULACION,URBANO,TERRENO BALDÍO,PÚBLICO
243,ASESINATO,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,URBANO,VÍA PÚBLICA,PÚBLICO
244,HOMICIDIO,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,RURAL,CANCHAS DE USO MÚLTIPLE,PÚBLICO
245,HOMICIDIO,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,RIÑAS,CAIDA,URBANO,CASA/VILLA,PRIVADO
246,ASESINATO,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO
247,HOMICIDIO,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,RIÑAS,CAIDA,URBANO,"TIENDAS, MICROMERCADO, ABARROTES",PRIVADO
248,HOMICIDIO,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,URBANO,VÍA PÚBLICA,PÚBLICO
249,FEMICIDIO,OTROS,NINGUNA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDAS CONTUSAS,URBANO,CASA/VILLA,PRIVADO
250,FEMICIDIO,OTROS,NINGUNA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDAS CONTUSAS,URBANO,HOSTALES,PRIVADO
251,FEMICIDIO,OTROS,NINGUNA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,PRECIPITACION,URBANO,HOTELES,PRIVADO
252,HOMICIDIO,OTROS,NINGUNA,VIOLENCIA INTRAFAMILIAR,MALTRATO,SUMERSION,URBANO,TERRENO BALDÍO,PÚBLICO
253,HOMICIDIO,SUSTANCIAS,VENENO,VIOLENCIA COMUNITARIA,DEUDAS,INTOXICACION,RURAL,CASA/VILLA,PRIVADO
254,ASESINATO,SUSTANCIAS,VENENO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,INTOXICACION,URBANO,CASA/VILLA,PRIVADO
